Arroyo Chico|13020205|[-12019331.6694, 4198034.7048999965, -11911769.814199999, 4310321.437399996]
North Plains|13020206|[-12068639.758299999, 4072421.9294999987, -11994487.208899999, 4184303.4871999985]
Rio San Jose|13020207|[-12066351.5703, 4104142.277400002, -11914099.1776, 4246056.1241000015]
Plains of San Agustin|13020208|[-12080224.281399999, 3969283.262599997, -11956180.228799999, 4074434.223199997]
Rio Salado|13020209|[-12026554.9886, 4030960.5073999986, -11895258.386300001, 4126949.3813999984]
Jornada Del Muerto|13020210|[-11896437.6581, 3925392.5383, -11816472.2394, 4078923.418]
Elephant Butte Reservoir|13020211|[-12003592.760499999, 3905288.865000002, -11880371.1682, 4036871.1826000023]
Western Estancia|13050001|[-11849719.8085, 4057345.1492, -11757637.441499999, 4202819.2578]
Eastern Estancia|13050002|[-11771845.3022, 4056383.8674999997, -11725906.648, 4143482.3394]
Pintada Arroyo|13060002|[-11767652.8459, 4113525.221000001, -11648840.508399999, 4185602.624500001]
Taiban|13060004|[-11596747.6784, 4060931.6295000017, -11532576.3692, 4151658.9754000017]
Arroyo Del Macho|13060005|[-11767033.2973, 3961914.770199999, -11617718.2897, 4049582.639299999]
Gallo Arroyo|13060006|[-11774323.9159, 4008536.3401999995, -11662308.3456, 4073726.6040999996]
Upper Pecos-Long Arroyo|13060007|[-11716126.684, 3859574.2864999995, -11536029.6132, 4025013.9725999995]
Rio Hondo|13060008|[-11783193.4569, 3916083.7032999992, -11621677.0889, 3981976.3802999994]
Rio Felix|13060009|[-11759435.046500001, 3884652.295900002, -11611715.369500002, 3934106.851300002]
Rio Penasco|13060010|[-11778548.0836, 3849124.449199997, -11613475.837199999, 3918185.510399997]
Carrizo Wash|15020003|[-12184765.8772, 4027883.1176000014, -12026510.2411, 4126588.107300001]
Zuni|15020004|[-12209505.0317, 4109014.769699998, -12031088.5011, 4218502.439899998]
Dixie Valley|16060001|[-13181360.5191, 4726126.271200001, -13036598.020499999, 4978522.411600001]
Gabbs Valley|16060002|[-13231423.0703, 4647268.344300002, -13065408.950199999, 4813116.959500002]
Southern Big Smoky Valley|16060003|[-13123538.7692, 4553500.288699999, -13028422.908400001, 4727600.244499999]
Northern Big Smoky Valley|16060004|[-13063980.6019, 4662964.441699997, -12964309.7611, 4889497.230899997]
Diamond-Monitor Valleys|16060005|[-13021978.1618, 4649826.909699999, -12890221.030800002, 4901066.036599998]
Little Smoky-Newark Valleys|16060006|[-12943453.4349, 4686877.968000002, -12850112.056300001, 4860932.288300002]
Long-Ruby Valleys|16060007|[-12872982.197999999, 4732326.573899999, -12751703.4191, 5049259.137099999]
Spring-Steptoe Valleys|16060008|[-12814231.1625, 4635877.780500002, -12706797.791, 5041274.966400002]
Ralston-Stone Cabin Valleys|16060011|[-13125927.7522, 4503429.4318, -12954963.7668, 4674902.2021]
Hot Creek-Railroad Valleys|16060012|[-12979495.8132, 4533127.513099998, -12833175.694300001, 4758976.040799999]
Cactus-Sarcobatus Flats|16060013|[-13089739.969999999, 4428367.347499996, -12921223.605099998, 4558404.9104999965]
Sand Spring-Tikaboo Valleys|16060014|[-12941516.568799999, 4345411.739100002, -12810961.04, 4626031.608500002]
Smoke Creek Desert|16040203|[-13385615.290199999, 4892060.7698, -13269775.946099998, 5108488.7805]
Massacre Lake|16040204|[-13373435.2372, 4990879.072700001, -13297743.9771, 5156396.179800001]
Fish Lake-Soda Spring Valleys|16060010|[-13216619.218899999, 4489675.822499998, -13087362.168399999, 4673012.234699998]
Thousand-Virgin|16040205|[-13287157.425099999, 5087917.417099997, -13208938.777499998, 5205356.655799997]
Hamlin-Snake Valleys|16020301|[-12733654.3422, 4571965.193000004, -12633962.421, 4837552.8554000035]
Angostura Reservoir|10120106|[-11637144.9743, 5304538.537900001, -11485266.872200001, 5434874.383200001]
Middle Cheyenne-Spring|10120109|[-11554849.374, 5348891.119599998, -11415177.9957, 5471070.771899998]
Rapid|10120110|[-11576639.9043, 5443335.2324, -11424532.8411, 5504574.8257]
Middle Cheyenne-Elk|10120111|[-11553699.6927, 5424133.543499999, -11376824.489500001, 5533054.808199999]
Lower Cheyenne|10120112|[-11405900.4233, 5482977.431900002, -11270258.5739, 5617379.577400002]
Cherry|10120113|[-11506552.2893, 5553843.2299000025, -11297631.7714, 5628267.263400002]
Lower Belle Fourche|10120202|[-11648272.882, 5503712.643399999, -11388259.5, 5650425.677899999]
Detrital Wash|15010014|[-12759480.4155, 4197721.103699997, -12708838.8288, 4307895.079699997]
Little Colorado Headwaters|15020001|[-12198864.0651, 4012118.930399999, -12128086.5111, 4080496.737599999]
Silver|15020005|[-12297443.5035, 4041971.815399997, -12213082.2832, 4128371.650699997]
Leroux Wash|15020009|[-12272163.544, 4150033.7092000023, -12156488.992999999, 4258443.818200002]
Chevelon Canyon|15020010|[-12356429.679, 4065739.9054000005, -12293592.8503, 4156467.1088000005]
Corn-Oraibi|15020012|[-12351337.5515, 4216558.2727999985, -12226516.519, 4367016.145499999]
Jadito Wash|15020014|[-12338833.4043, 4192032.177199997, -12235438.8111, 4289878.804499997]
Canyon Diablo|15020015|[-12443918.5191, 4129872.9778999984, -12353138.024799999, 4218663.266499998]
Burro|15030202|[-12643377.0735, 4084082.385300003, -12571553.4692, 4159094.145800003]
Santa Maria|15030203|[-12637276.4584, 4049556.6807999983, -12529031.415, 4140548.7596999984]
Bill Williams|15030204|[-12705642.0948, 4033311.766099997, -12584763.497599998, 4128535.792899997]
San Carlos|15040007|[-12334286.8171, 3919789.7488999963, -12223772.1587, 3988222.6295999964]
Black|15060101|[-12280954.5548, 3943090.1064999998, -12152942.4877, 4027691.6374]
White|15060102|[-12270256.872200001, 3987512.8210999966, -12190953.188800002, 4049046.9605999966]
Upper Salt|15060103|[-12375336.6821, 3931136.5719000027, -12265563.0263, 4074503.6057000025]
Carrizo|15060104|[-12320051.853799999, 3999833.050300002, -12225535.292399999, 4070069.469100002]
Tonto|15060105|[-12412188.311900001, 3983096.1391000003, -12336685.601000002, 4083314.2669]
Centennial Wash|15070104|[-12659035.6133, 3917607.8209000006, -12553145.306699999, 4058004.8903000006]
Upper Prairie Dog Town Fork Red|11120103|[-11364804.8035, 4091334.143100001, -11215624.4162, 4194556.714200001]
Tule|11120104|[-11418815.9918, 4067433.0648000017, -11269039.7407, 4138759.8596000015]
Upper Salt Fork Red|11120201|[-11286773.5169, 4138526.7990000024, -11194099.9729, 4195641.086300002]
Upper North Fork Red|11120301|[-11332687.2511, 4186085.2449999973, -11191182.767, 4245585.793899997]
North Pease|11130103|[-11309735.3866, 4037300.7915999964, -11145236.947800001, 4100503.4633999965]
Middle Pease|11130104|[-11290251.724, 3984062.554200001, -11144187.025, 4061664.951700001]
Lower Lake Oahe|10130105|[-11294168.6378, 5528954.054899998, -11080623.474200001, 5705594.272599998]
South Fork Grand|10130302|[-11560756.6872, 5682455.299000002, -11369645.612, 5763420.319200003]
Grand|10130303|[-11458563.9685, 5682579.735299997, -11212486.7447, 5804236.379999997]
South Fork Moreau|10130304|[-11577709.131, 5612499.366800003, -11435550.172899999, 5681554.8154000025]
Upper Moreau|10130305|[-11546261.1382, 5618110.833999999, -11371090.8775, 5712688.428199999]
Lower Moreau|10130306|[-11454423.9527, 5609798.666599996, -11186460.3655, 5715762.589799996]
Middle Little Missouri|10110203|[-11600709.3868, 5813057.450300001, -11487431.431400001, 5996318.018100001]
Hat|10120108|[-11608879.3844, 5263881.437299997, -11516201.7412, 5352204.207799996]
Snake|10150005|[-11393572.9358, 5213493.354999997, -11216797.821099998, 5278479.8150999965]
Pumpkin|10180013|[-11592167.7779, 5064526.687299997, -11467165.407599999, 5126307.466499996]
Lower North Platte|10180014|[-11411987.0995, 5028902.471199997, -11207161.913, 5122227.443599997]
Upper Middle Loup|10210001|[-11389700.3448, 5133358.0524, -11139802.332999999, 5215916.370200001]
Dismal|10210002|[-11381533.2484, 5092378.074500002, -11139859.510400001, 5156743.293100002]
Upper North Loup|10210006|[-11350874.0831, 5118463.498899996, -11062891.449900001, 5240096.214799996]
Middle Beaver|11100102|[-11316732.6525, 4367928.564999998, -11189317.0437, 4444847.100399998]
Upper Cimarron|11040002|[-11469452.1079, 4399025.934699997, -11254853.168599999, 4506492.161199997]
Upper Beaver|11100101|[-11567086.8992, 4354354.356700003, -11295372.6564, 4433936.258400003]
San Pablo Bay|18050002|[-13665221.8509, 4543123.5101, -13594736.4479, 4673995.64]
Tomales-Drake Bays|18050005|[-13711331.087299999, 4529155.0603, -13635211.626999998, 4631589.3589]
San Francisco Coastal South|18050006|[-13646443.888799999, 4424967.658, -13587956.1087, 4553360.005299999]
Pajaro|18060002|[-13564644.484299999, 4337485.828299999, -13423158.583999999, 4471436.2277999995]
North Fork Double Mountain Fork Brazos|12050003|[-11381767.0197, 3906495.007100001, -11240456.4949, 4031964.728500001]
Double Mountain Fork Brazos|12050004|[-11428609.4794, 3856284.310999997, -11120981.0277, 3985814.449199997]
White|12050006|[-11402518.2571, 3927360.2183, -11235767.217799999, 4074039.9934]
Salt Fork Brazos|12050007|[-11313257.0051, 3897537.318400003, -11132083.1246, 4025493.842600003]
Lake Meredith|11090105|[-11417907.6739, 4186657.978600003, -11303764.1345, 4284806.948700002]
Middle Canadian-Spring|11090106|[-11312518.1513, 4212348.595399998, -11130889.826, 4318038.498199998]
Coldwater|11100103|[-11467805.6137, 4302793.434100002, -11258169.757100001, 4394197.410700002]
Palo Duro|11100104|[-11409641.0374, 4274857.9815, -11232067.0263, 4391839.309599999]
Chinle|14080204|[-12310471.694600001, 4264351.645999998, -12117449.752, 4468845.917399998]
Piute Wash|15030102|[-12838008.7303, 4133710.6515000015, -12760980.209, 4243163.232600002]
Lake Tahoe|16050101|[-13386443.002, 4679375.869599998, -13344651.2128, 4768350.161799998]
Upper Eel|18010103|[-13750373.8376, 4756197.448600002, -13655340.3857, 4824730.545000002]
Middle Fork Eel|18010104|[-13732204.8454, 4792885.993500002, -13665318.9049, 4887643.5375000015]
Lower Eel|18010105|[-13842516.3947, 4815046.6866, -13705260.0198, 4972054.154499999]
South Fork Eel|18010106|[-13812839.2751, 4808382.4485, -13739668.6195, 4922048.9859]
Mattole|18010107|[-13863188.1229, 4855499.3983, -13791688.9297, 4965093.8242]
Big-Navarro-Garcia|18010108|[-13807550.004999999, 4682093.186300002, -13713348.1233, 4860860.744100002]
Gualala-Salmon|18010109|[-13757296.2229, 4615492.0200999975, -13680944.345099999, 4706095.2256999975]
Russian|18010110|[-13735453.3037, 4621717.5119, -13639921.8882, 4779005.4784]
South Fork Trinity|18010212|[-13770692.6053, 4885133.406300001, -13687389.7233, 4998748.9690000005]
Sacramento-Stone Corral|18020104|[-13638008.2622, 4677743.503399998, -13538035.1902, 4833291.365199998]
Lower American|18020111|[-13526980.4625, 4658542.305799998, -13478888.746000001, 4704255.241999999]
Upper Stony|18020115|[-13687876.8312, 4750683.775600001, -13577673.7231, 4846280.944800002]
Upper Cache|18020116|[-13703160.7059, 4670174.9199, -13544619.7403, 4767711.8395]
Upper Yuba|18020125|[-13536182.354899999, 4739938.521499999, -13393478.244399998, 4833583.781699999]
Upper Bear|18020126|[-13534359.2284, 4712452.4947, -13430786.4363, 4768135.828299999]
North Fork American|18020128|[-13488862.546, 4679257.636399999, -13374039.8198, 4767781.345799999]
South Fork American|18020129|[-13486190.590599999, 4666608.735600002, -13356440.030299999, 4716748.283200002]
Cow Creek|18020151|[-13610938.7106, 4933620.774700001, -13540852.1487, 4983835.716200001]
Cottonwood Creek|18020152|[-13699978.6735, 4871191.535599999, -13603201.1644, 4951964.509499999]
Battle Creek|18020153|[-13602564.9827, 4910005.761799999, -13525873.388799999, 4959460.546099999]
Clear Creek-Sacramento River|18020154|[-13664734.1912, 4917289.098399997, -13548423.551099999, 5013112.385899996]
Paynes Creek-Sacramento River|18020155|[-13663198.0913, 4870639.828699999, -13543014.800999999, 4922722.126799999]
Thomes Creek-Sacramento River|18020156|[-13687444.889, 4837469.375299998, -13522288.949000001, 4936854.278299998]
Honcut Headwaters-Lower Feather|18020159|[-13573059.4093, 4690993.615599997, -13501009.6457, 4810981.640399997]
Upper Coon-Upper Auburn|18020161|[-13540928.657, 4664007.6598000005, -13469729.1873, 4723227.9652]
Upper Putah|18020162|[-13664275.9714, 4635339.518100001, -13535228.4246, 4710279.468900001]
Lower Sacramento|18020163|[-13599761.1078, 4583028.671400003, -13487189.646399999, 4693377.480000003]
Upper Kern|18030001|[-13207477.482900001, 4250841.401600003, -13159019.8538, 4397483.155200004]
South Fork Kern|18030002|[-13187030.341699999, 4220815.935699999, -13133566.6561, 4361013.249799999]
Colorado Headwaters|12080002|[-11390623.4608, 3786915.157899998, -11186201.0364, 3924669.250099998]
Johnson Draw|12080005|[-11461558.1478, 3716546.036799997, -11307827.518000001, 3816382.298799997]
Beals|12080007|[-11309846.1245, 3758662.2771999985, -11227109.494800001, 3815626.9714999986]
North Concho|12090104|[-11311831.548, 3687388.1459000036, -11178134.5795, 3782744.2326000035]
North Fork Grand|10130301|[-11548524.4586, 5740334.763999999, -11380492.1138, 5821183.9953999985]
Little White|10140203|[-11387135.987, 5299882.171400003, -11195379.9742, 5423448.028600004]
Beaver|10120107|[-11664238.7468, 5376456.634900004, -11548545.8386, 5494989.420000004]
Redwater|10120203|[-11627652.0408, 5482881.486400001, -11537880.4529, 5575507.062100001]
Middle Kern-Upper Tehachapi-Grapevine|18030003|[-13327846.2072, 4133369.4592000023, -13162011.7931, 4253082.443500002]
Upper Poso|18030004|[-13316716.6603, 4228395.557700001, -13196752.5197, 4277759.832400001]
Upper Deer-Upper White|18030005|[-13316709.476300001, 4244291.669200003, -13198760.139300002, 4306775.485000003]
Upper Tule|18030006|[-13338872.0828, 4294273.338299997, -13194471.8054, 4354087.257199997]
Upper Kaweah|18030007|[-13322723.455400001, 4306010.150600001, -13194656.318400001, 4403874.272900001]
Upper Dry|18030009|[-13432927.9957, 4322367.182599999, -13287942.1889, 4448189.077099999]
Upper King|18030010|[-13294073.748399999, 4382521.126500003, -13172879.853699999, 4468314.737300003]
Tulare Lake Bed|18030012|[-13434399.9649, 4195277.303000003, -13241369.7365, 4427066.707400003]
Middle San Joaquin-Lower Chowchilla|18040001|[-13509808.933400001, 4389488.680699997, -13297285.249100002, 4520746.459799997]
Lower San Joaquin River|18040002|[-13523697.4584, 4460045.114, -13416409.1928, 4532155.1079]
San Joaquin Delta|18040003|[-13573943.8564, 4509212.229199998, -13451618.5137, 4610079.910099998]
Upper San Joaquin|18040006|[-13328912.0691, 4436785.311700001, -13208547.3206, 4542660.7261000015]
Fresno River|18040007|[-13420385.4305, 4433915.9375, -13309099.7774, 4507297.8365]
Upper Merced|18040008|[-13466950.146200001, 4486519.372299999, -13275691.5895, 4565698.855999999]
Upper Tuolumne|18040009|[-13489114.689, 4519268.579800002, -13269204.060099998, 4611902.228400002]
Upper Stanislaus|18040010|[-13496479.706500001, 4524951.353100002, -13314329.549500002, 4653005.746500002]
Upper Calaveras California|18040011|[-13510675.194400001, 4573694.043399997, -13386273.634000001, 4629701.788799997]
Upper Mokelumne|18040012|[-13536638.8798, 4589223.321500003, -13331356.8379, 4673874.249200003]
Upper Cosumnes|18040013|[-13518782.1348, 4611609.275799997, -13383743.339, 4686966.620899997]
Panoche-San Luis Reservoir|18040014|[-13473219.388, 4351222.649099998, -13415419.8811, 4404150.089799998]
Rock Creek-French Camp Slough|18040051|[-13505140.9135, 4545285.551399998, -13426051.9945, 4590648.655099998]
Rita Blanca|11090103|[-11536209.1525, 4254211.062700003, -11392782.5922, 4378580.993100003]
Tierra Blanca|11120101|[-11549269.5944, 4104858.5693000033, -11335483.7613, 4167500.1738000032]
Yellow House Draw|12050001|[-11562815.9368, 3972036.0650999993, -11336010.7107, 4105218.1406999994]
Blackwater Draw|12050002|[-11534133.8064, 3974237.5709000006, -11333000.6262, 4105561.393700001]
Running Water Draw|12050005|[-11539531.3769, 4025253.3018999994, -11293693.1208, 4121694.553099999]
Lost Draw|12080001|[-11543017.8574, 3891510.316399999, -11356068.6942, 4004886.720999999]
Monument-Seminole Draws|12080003|[-11562056.4494, 3818240.668899998, -11384693.9108, 3939822.496599998]
Mustang Draw|12080004|[-11559177.1904, 3740697.931400001, -11287601.9591, 3969209.152300001]
Sulphur Springs Draw|12080006|[-11532150.7444, 3774028.9417999983, -11300518.5756, 3970862.414199998]
Panamint Valley|18090204|[-13108337.8662, 4215288.5154, -13007393.8247, 4380783.1015]
Indian Wells-Searles Valleys|18090205|[-13151811.5092, 4208219.251500003, -13040507.328, 4329367.615100003]
Antelope-Fremont Valleys|18090206|[-13227017.5997, 4073935.8288000003, -13083557.069600001, 4231520.9219]
Coyote-Cuddeback Lakes|18090207|[-13099984.5213, 4139024.8065000027, -12974286.3206, 4237742.049800003]
Mojave|18090208|[-13103674.317699999, 4054630.3329000026, -12844130.123699998, 4227585.660600003]
Truckee|16050102|[-13410095.2485, 4742315.887999997, -13275580.5247, 4826449.262399997]
East Walker|16050301|[-13304333.4137, 4583686.849699996, -13211860.269399999, 4706712.007799996]
West Walker|16050302|[-13319543.7787, 4598791.886699997, -13257387.0177, 4733326.799299997]
Ivanpah-Pahrump Valleys|16060015|[-12941810.163800001, 4191995.2497000024, -12773490.6654, 4365667.208700002]
Upper Amargosa|18090202|[-13032323.7235, 4263604.053199999, -12899264.2281, 4485923.997099999]
North Platte Headwaters|10180001|[-11878487.2892, 4913023.427699998, -11783357.9003, 5007446.861699998]
South Platte Headwaters|10190001|[-11823271.530000001, 4686350.4001, -11705987.2059, 4792812.9917]
Upper South Platte|10190002|[-11785187.7958, 4706386.711099997, -11667270.100300001, 4831702.335499997]
Middle South Platte-Cherry Creek|10190003|[-11719112.4373, 4726298.722900003, -11559345.101, 4959778.5544000035]
Clear|10190004|[-11791739.8914, 4806706.961199999, -11682878.1917, 4850499.441699998]
St. Vrain|10190005|[-11766541.1821, 4843773.769199997, -11673970.8216, 4909516.536199997]
Big Thompson|10190006|[-11777972.2477, 4898997.425399996, -11661890.1206, 4957772.772499996]
Lone Tree-Owl|10190008|[-11733031.0993, 4927396.890500002, -11637916.031100001, 5034181.207500001]
Kiowa|10190010|[-11652364.697900001, 4725325.514600001, -11583167.0657, 4915132.505200001]
Bijou|10190011|[-11637556.5045, 4732386.0942, -11561646.8706, 4907744.7242]
Middle South Platte-Sterling|10190012|[-11601957.7844, 4810676.456200004, -11397288.711199999, 5023473.969900004]
Beaver|10190013|[-11565747.6494, 4771758.510300003, -11499383.7295, 4916092.200500003]
Pawnee|10190014|[-11598357.7129, 4944254.2326000035, -11492128.4198, 5001705.615200004]
Arikaree|10250001|[-11554082.6937, 4756075.254100002, -11345742.9736, 4875266.352400002]
North Fork Republican|10250002|[-11504897.1583, 4817939.383100003, -11300891.444899999, 4943570.980100003]
Arkansas Headwaters|11020001|[-11866631.9618, 4563863.0788, -11707772.549, 4776718.6874]
Upper Arkansas|11020002|[-11750366.805399999, 4559816.425800003, -11620117.8118, 4707547.495300003]
Fountain|11020003|[-11702564.1984, 4615277.173600003, -11635325.9865, 4741545.831400003]
Chico|11020004|[-11651724.8244, 4613705.626900002, -11602505.3583, 4733953.019500002]
Upper Arkansas-Lake Meredith|11020005|[-11625593.3451, 4504217.105499998, -11500957.9327, 4688706.1154999975]
Huerfano|11020006|[-11744340.704, 4479491.919399999, -11604573.3155, 4612259.964499999]
Apishapa|11020007|[-11692123.068799999, 4475269.372599997, -11570287.3097, 4597557.211199997]
Horse|11020008|[-11613363.8103, 4584362.1193, -11502235.6901, 4729943.1922]
Big Sandy|11020011|[-11628630.8192, 4595238.066, -11388804.9295, 4775452.804699999]
Rush|11020012|[-11595607.5171, 4631424.697700001, -11413027.227100002, 4752378.988000002]
Sand Arroyo|11040004|[-11484564.6976, 4461652.0405, -11297523.7203, 4512868.1728]
Rio Grande Headwaters|13010001|[-11973452.850200001, 4496048.982900001, -11840523.106900001, 4575873.726000001]
Alamosa-Trinchera|13010002|[-11877955.2599, 4419791.496299997, -11702978.4652, 4536207.313699997]
San Luis|13010003|[-11838405.851, 4502810.695600003, -11736247.954, 4644353.629500003]
Saguache|13010004|[-11896885.5781, 4535961.6109, -11784434.8854, 4629385.4234]
Blue|14010002|[-11852321.1618, 4772998.2080999985, -11774920.595900001, 4872223.118899998]
Eagle|14010003|[-11917746.3005, 4765479.376100004, -11819466.0878, 4841961.656000004]
East-Taylor|14020001|[-11924609.7784, 4665611.152599998, -11835550.6263, 4729688.218699998]
Upper Gunnison|14020002|[-12008339.0952, 4556057.787799999, -11882129.2825, 4698580.500099999]
Tomichi|14020003|[-11909067.1129, 4571196.609700002, -11826271.3353, 4678852.761800001]
North Fork Gunnison|14020004|[-12004377.2738, 4678748.061499998, -11920212.9537, 4758651.813699998]
Lower Gunnison|14020005|[-12109049.8793, 4623933.361500002, -11995331.6967, 4733147.925300002]
Uncompahgre|14020006|[-12044539.6025, 4564223.5057, -11968061.222499998, 4686854.7036999995]
Upper Dolores|14030002|[-12163225.6593, 4495696.150200002, -12007018.9051, 4645579.181400002]
San Miguel|14030003|[-12112301.428399999, 4547464.277500004, -11992755.966599999, 4652173.126200004]
Upper Yampa|14050001|[-11989798.1094, 4861636.3719, -11865499.2991, 4998633.3235]
Lower Yampa|14050002|[-12138424.5944, 4881929.328699999, -11969922.3494, 4978622.1329999985]
Pine Valley|16020302|[-12688632.0275, 4598239.569700003, -12639030.5493, 4690606.475700003]
Rush-Tooele Valleys|16020304|[-12541537.366999999, 4848592.552599996, -12483848.931499999, 5002443.397499996]
Skull Valley|16020305|[-12581182.5494, 4874024.153099999, -12528137.749, 4995243.252399999]
Great Salt Lake|16020310|[-12587199.1393, 4963175.4956, -12457706.5019, 5116284.9635]
Upper Sevier|16030001|[-12564308.9646, 4495658.115099996, -12483986.389600001, 4628026.1867999965]
Beaver Bottoms-Upper Beaver|16030007|[-12612091.8033, 4588795.260600001, -12505114.8003, 4695107.826200001]
Lower Beaver|16030008|[-12579979.4076, 4668445.057400003, -12513768.334800001, 4754047.538600003]
South Fork Beaver|10250012|[-11417785.2562, 4737727.645499997, -11243757.910400001, 4840596.576299997]
North Fork Smoky Hill|10260002|[-11445115.7269, 4710246.6686, -11271906.2951, 4757026.415100001]
North Fork Cimarron|11040003|[-11443539.1172, 4451951.529200003, -11254859.9521, 4536249.676600003]
Bear|11040005|[-11467943.854, 4480744.554099999, -11271840.878, 4567116.777499999]
Lower Lodgepole|10190016|[-11632000.5702, 5002367.086000003, -11397090.5887, 5084784.082300003]
Purgatoire|11020010|[-11712008.9615, 4424957.372699998, -11483257.1159, 4588788.637599998]
Mancos|14080107|[-12131677.416000001, 4430427.186899997, -12030643.1665, 4508898.757299997]
McElmo|14080202|[-12155549.349100001, 4467039.3983, -12065485.859000001, 4523683.927499999]
Upper North Platte|10180002|[-11962312.684799999, 4992504.9542, -11813876.8346, 5158064.8522]
Little Snake|14050003|[-12092447.9439, 4931895.402599998, -11889053.0474, 5074282.516399998]
Lower Green-Diamond|14060010|[-12241368.6166, 4875476.884800002, -12123221.4431, 4986954.554400002]
Little Bear-Logan|16010203|[-12473546.838, 5066899.971000001, -12401175.7097, 5175171.867200001]
Lower Weber|16020102|[-12500313.1392, 4954890.497400001, -12403288.044, 5076538.7707]
Jordan|16020204|[-12493141.415, 4926324.641199999, -12418044.5988, 5003540.845899998]
Frenchman|10250005|[-11470472.6123, 4897352.109999999, -11223910.632, 4978627.086099999]
Muddy|15010012|[-12822685.7152, 4340121.609700002, -12732592.3621, 4499108.837500002]
Pine|16040104|[-12976986.412700001, 4837445.8851, -12906574.6136, 4958924.3482]
Suisun Bay|18050001|[-13605999.0255, 4542387.188900001, -13559754.8941, 4640431.6170000015]
Estrella|18060004|[-13435706.5934, 4181793.441399999, -13348366.8048, 4301331.193899999]
