Niobrara Headwaters|10150002|[-706580.0160000008, 2159490.407299999, -577208.5727000007, 2237899.7106999992]
Middle North Platte-Scotts Bluff|10180009|[-724334.5428999998, 2040057.0244999994, -505235.04379999975, 2215036.782299999]
Canadian Headwaters|11080001|[-814095.9979999997, 1508670.732999999, -718498.4551999997, 1598159.916699999]
Cimarron|11080002|[-830321.5339000002, 1503097.136499999, -755047.6069000001, 1573043.165999999]
Upper Canadian|11080003|[-818936.3498999998, 1403196.8016, -727260.7403999998, 1529179.8546]
Mora|11080004|[-852608.9167999998, 1429357.0865000002, -750670.6600999997, 1518857.9970000002]
Conchas|11080005|[-809031.2433000002, 1357186.6485000001, -735716.2713000003, 1440522.81]
Upper Canadian-Ute Reservoir|11080006|[-762946.8280999996, 1352059.9342, -630941.2499999995, 1463786.2972]
Ute|11080007|[-736268.5176999997, 1393105.2910000002, -664796.5003999998, 1535544.6445000002]
Revuelto|11080008|[-730475.8851999994, 1334522.0483999997, -658338.1330999994, 1393477.8315999997]
Upper Rio Grande|13020101|[-931710.8443, 1452303.1535, -810753.6826, 1614009.75]
Rio Grande-Santa Fe|13020201|[-952280.6647999994, 1389636.8814000003, -864802.3534999995, 1477029.6744000004]
Jemez|13020202|[-991741.0023999996, 1420176.977, -927265.9711999997, 1507724.2462]
Rio Grande-Albuquerque|13020203|[-1025391.4861999992, 1234397.0322000002, -927285.2819999992, 1429416.6807000004]
Arroyo Chico|13020205|[-1073089.0269000009, 1418398.916099999, -982884.1138000009, 1506553.2326999991]
North Plains|13020206|[-1126620.2920999993, 1320919.6113, -1061274.1165999994, 1413173.4197]
Rio San Jose|13020207|[-1114581.2239999995, 1343241.2719999999, -997365.3659999995, 1462746.3668999998]
Plains of San Agustin|13020208|[-1150320.5548, 1239869.3340999996, -1042155.3775000001, 1321052.2020999996]
Rio Salado|13020209|[-1096137.4891999997, 1277285.9280000003, -989608.2408999997, 1358080.8761000002]
Jornada Del Muerto|13020210|[-999443.0956999995, 1184621.7510000002, -924865.5124999995, 1307032.1841000002]
Elephant Butte Reservoir|13020211|[-1087874.0100999996, 1172180.9392999997, -991076.2318999995, 1284392.9687999997]
Western Estancia|13050001|[-948738.1676000003, 1284418.9496999998, -868151.0072000003, 1406385.5223999997]
Eastern Estancia|13050002|[-889793.4745000005, 1283142.3902000003, -847823.8580000005, 1354608.1636000003]
Pintada Arroyo|13060002|[-878315.5789999999, 1323253.7657000003, -782565.8859999999, 1387988.1225000003]
Taiban|13060004|[-745462.1421000008, 1271447.1419000002, -689986.2072000008, 1347753.3166000003]
Arroyo Del Macho|13060005|[-891812.2991000004, 1196799.7089999998, -768769.8538000004, 1271579.2746]
Gallo Arroyo|13060006|[-891951.4923, 1235371.5850999998, -804019.8346000001, 1294797.2049999998]
Upper Pecos-Long Arroyo|13060007|[-857788.307, 1108345.9055000003, -702389.5904, 1241706.6159000003]
Rio Hondo|13060008|[-908049.4395000003, 1163162.9529999997, -775362.5826000003, 1220692.0950999998]
Rio Felix|13060009|[-891071.4936999995, 1133150.2116, -769348.0635999995, 1178186.908]
Rio Penasco|13060010|[-911313.4028999992, 1105469.7347, -774679.6244999992, 1167832.8679]
Carrizo Wash|15020003|[-1220303.4899000004, 1291646.5641, -1096069.4983000003, 1376655.3163]
Zuni|15020004|[-1239598.4041000009, 1359059.1679999996, -1090046.5565000009, 1445573.1705999996]
Dixie Valley|16060001|[-1899991.7204999998, 2000399.8936, -1758182.9292999997, 2172628.1077]
Gabbs Valley|16060002|[-1937834.4730999991, 1934343.7116, -1804848.036299999, 2050746.2553]
Southern Big Smoky Valley|16060003|[-1888891.2893000003, 1858297.4789000005, -1801025.7513000004, 1989497.6562000006]
Northern Big Smoky Valley|16060004|[-1820943.643100001, 1929053.7070000004, -1717742.686900001, 2092566.8067000003]
Diamond-Monitor Valleys|16060005|[-1793783.4434999991, 1914083.2466000002, -1662900.646099999, 2089823.2934000003]
Little Smoky-Newark Valleys|16060006|[-1726358.8616000004, 1930194.1335000005, -1641621.8496000003, 2053011.1746000005]
Long-Ruby Valleys|16060007|[-1657478.3291999996, 1950793.3248999994, -1536157.2357999997, 2179946.6455999995]
Spring-Steptoe Valleys|16060008|[-1620447.5263, 1860254.3720999993, -1517788.442, 2168503.6160999993]
Ralston-Stone Cabin Valleys|16060011|[-1896740.9174000006, 1807721.6596000008, -1756865.5450000006, 1935477.3112000008]
Hot Creek-Railroad Valleys|16060012|[-1767101.2793000005, 1811254.0348000005, -1647268.3830000006, 1978610.7412000005]
Cactus-Sarcobatus Flats|16060013|[-1875496.9219000004, 1744518.6085, -1742350.2200000004, 1843316.7634]
Sand Spring-Tikaboo Valleys|16060014|[-1773534.8485000003, 1656123.6175999995, -1648556.5018000002, 1872209.3697999995]
Smoke Creek Desert|16040203|[-2008496.4816999994, 2150175.8773, -1902094.3818999995, 2308288.5316999997]
Massacre Lake|16040204|[-1991512.4608999994, 2227885.3605000004, -1921255.0643999993, 2349735.1583000002]
Fish Lake-Soda Spring Valleys|16060010|[-1957396.6928000003, 1805824.9099000003, -1860038.3085000003, 1961414.3322000003]
Thousand-Virgin|16040205|[-1908828.4177, 2284147.959899999, -1847425.0026, 2368536.251899999]
Hamlin-Snake Valleys|16020301|[-1575153.9428000003, 1803528.4165000003, -1494308.0535000004, 2011340.0566000002]
Angostura Reservoir|10120106|[-685095.9618999995, 2240763.5003999993, -580407.8389999996, 2337651.690999999]
Middle Cheyenne-Spring|10120109|[-623492.6533000004, 2271910.6314000003, -524407.3055000004, 2362342.9389000004]
Rapid|10120110|[-637202.4897000007, 2337958.7501, -530018.8738000008, 2387846.926]
Middle Cheyenne-Elk|10120111|[-619420.9625000004, 2322585.2650000006, -493853.21590000036, 2399438.348500001]
Lower Cheyenne|10120112|[-511544.20419999957, 2362720.4601000007, -415879.32879999955, 2455848.9431000007]
Cherry|10120113|[-579851.6735999994, 2412733.6472999994, -434400.94129999937, 2467760.159499999]
Lower Belle Fourche|10120202|[-681236.6817000005, 2381891.2338999994, -500081.3113000005, 2492774.5046999995]
Detrital Wash|15010014|[-1654827.2451000009, 1514624.0066, -1624432.100900001, 1604286.7295]
Little Colorado Headwaters|15020001|[-1241653.5976, 1285385.8826000001, -1183210.195, 1343354.3646000002]
Silver|15020005|[-1316495.7337999996, 1318241.5713, -1250434.4685999996, 1391501.7094]
Leroux Wash|15020009|[-1284785.0168999992, 1411493.6951000001, -1180789.8850999991, 1486992.5865000002]
Chevelon Canyon|15020010|[-1363381.2905000001, 1349407.5659999996, -1304993.4526000002, 1420886.4039999996]
Corn-Oraibi|15020012|[-1340604.2435999997, 1474652.9452999998, -1225591.5852999997, 1584479.0887999998]
Jadito Wash|15020014|[-1331695.354699999, 1448513.5986000001, -1240117.202699999, 1521229.8218]
Canyon Diablo|15020015|[-1417384.6665000003, 1407416.9356000004, -1344841.9545000002, 1485840.9138000004]
Burro|15030202|[-1591606.085000001, 1405163.2100999998, -1527554.132400001, 1463070.1916999999]
Santa Maria|15030203|[-1591272.1651000008, 1373270.1217999998, -1499614.6081000008, 1444094.2322999998]
Bill Williams|15030204|[-1646551.9636000004, 1359739.5811, -1551436.2574000005, 1449354.4107000001]
San Carlos|15040007|[-1364654.6117000002, 1220189.5261000004, -1272764.4411000002, 1282764.1894000003]
Black|15060101|[-1314866.642000001, 1236336.0210999995, -1206565.8745000008, 1300292.4301999996]
White|15060102|[-1303883.739600001, 1276736.2688999996, -1234532.5235000008, 1321688.7133999995]
Upper Salt|15060103|[-1395137.5069999993, 1239783.5244000005, -1299353.5789999992, 1357951.1296000006]
Carrizo|15060104|[-1335793.3026, 1289158.0647999998, -1261283.8261, 1351225.1772999999]
Tonto|15060105|[-1414858.8047000002, 1289418.5026000002, -1349431.5224000001, 1369542.7794000003]
Centennial Wash|15070104|[-1618878.4978999998, 1260670.7991000004, -1540457.7895, 1377491.3662000005]
Upper Prairie Dog Town Fork Red|11120103|[-552362.8420000002, 1279558.7428000001, -430953.60840000014, 1366922.003]
Tule|11120104|[-598162.0615999997, 1262155.3475000001, -475268.5666999997, 1323865.9207000001]
Upper Salt Fork Red|11120201|[-486477.2586000003, 1316656.4034000002, -411535.9850000003, 1366488.3352]
Upper North Fork Red|11120301|[-523494.8515000008, 1356611.8142999997, -408356.1680000008, 1404350.4566999997]
North Pease|11130103|[-511022.21949999966, 1234482.5987, -376156.37389999966, 1287834.0925]
Middle Pease|11130104|[-495935.3668000009, 1189063.3918000003, -375762.7089000009, 1251730.9969000004]
Lower Lake Oahe|10130105|[-430008.44209999964, 2388452.0087, -278835.12089999963, 2510636.143]
South Fork Grand|10130302|[-612548.3702000007, 2511422.585999999, -478798.2204000007, 2569436.998099999]
Grand|10130303|[-536275.9513000008, 2500673.3137999997, -368029.25210000074, 2592645.8447]
South Fork Moreau|10130304|[-627331.4480000008, 2461991.7147000004, -529071.7568000008, 2512506.7086000005]
Upper Moreau|10130305|[-603722.8816999998, 2460372.741699999, -482089.6398999998, 2530593.6601999993]
Lower Moreau|10130306|[-538166.2557999995, 2449328.648600001, -352379.2147999995, 2530430.117800001]
Middle Little Missouri|10110203|[-631696.5024999995, 2601701.9022000004, -547218.2986999995, 2727636.2593000005]
Hat|10120108|[-672486.3949999996, 2213136.251700001, -602948.2985999995, 2276631.9045000006]
Snake|10150005|[-519374.7796, 2167301.5885000005, -387558.16969999997, 2209493.2536000004]
Pumpkin|10180013|[-672470.7358999997, 2063744.4855000004, -580260.1488999997, 2112813.9443000006]
Lower North Platte|10180014|[-540934.3142000008, 2021170.6965999994, -389357.85400000087, 2097500.3379999995]
Upper Middle Loup|10210001|[-519626.95050000027, 2098504.0998, -335194.9741000002, 2168247.3174]
Dismal|10210002|[-513769.10720000044, 2068977.104699999, -335647.0097000004, 2120378.270299999]
Upper North Loup|10210006|[-488085.69999999925, 2084111.3559000008, -278814.81789999927, 2179771.564500001]
Middle Beaver|11100102|[-499214.1392000001, 1504518.9562, -398847.31150000007, 1567885.4597999998]
Upper Cimarron|11040002|[-621623.3001000006, 1540185.9997000005, -447499.4462000006, 1617816.5997000006]
Upper Beaver|11100101|[-698611.1525999997, 1498509.2305999994, -483419.2239999997, 1562316.7257999994]
San Pablo Bay|18050002|[-2290670.0683999993, 1953358.1447, -2239362.575899999, 2056773.8789000001]
Tomales-Drake Bays|18050005|[-2338773.141899999, 1955705.6218999997, -2278977.150399999, 2032665.6330999997]
San Francisco Coastal South|18050006|[-2297809.6151, 1853207.0836999994, -2266504.2595, 1962922.3276999993]
Pajaro|18060002|[-2252846.5863000005, 1752346.1855999995, -2162285.1394000007, 1874764.0188999996]
North Fork Double Mountain Fork Brazos|12050003|[-575433.5040000007, 1125692.6627000002, -460977.2789000007, 1235292.9939000001]
Double Mountain Fork Brazos|12050004|[-613619.2795000002, 1081683.4458999997, -361456.25720000017, 1200077.5027999997]
White|12050006|[-586905.4175000004, 1142080.7094, -456442.59380000044, 1272218.6353]
Salt Fork Brazos|12050007|[-517616.86370000057, 1115338.2857999997, -370324.52710000053, 1225429.4873999998]
Lake Meredith|11090105|[-591958.7224000003, 1362291.9286000002, -496970.52810000035, 1441722.7828000002]
Middle Canadian-Spring|11090106|[-506157.4280999992, 1381281.7816000003, -356949.3656999992, 1462309.6952000004]
Coldwater|11100103|[-621951.2578999996, 1459470.010399999, -454490.8014999996, 1526963.046999999]
Palo Duro|11100104|[-580157.9207000006, 1435369.8581000008, -434693.4097000006, 1524373.7893000008]
Chinle|14080204|[-1285381.9857, 1497223.1043999996, -1143470.9345, 1661235.1515999995]
Piute Wash|15030102|[-1732334.9826999996, 1469534.4223999996, -1677602.8570999997, 1563191.3655999997]
Lake Tahoe|16050101|[-2056012.5507999994, 2001534.0467000008, -2020782.3565999994, 2067605.6098000007]
Upper Eel|18010103|[-2310665.687000001, 2121581.0999, -2241495.435000001, 2187465.9502999997]
Middle Fork Eel|18010104|[-2292008.283, 2156664.5176999997, -2245979.3808, 2227410.0321]
Lower Eel|18010105|[-2345000.1812999994, 2181036.9420999996, -2265040.119199999, 2314850.9383999994]
South Fork Eel|18010106|[-2333584.6114000008, 2178906.1477000006, -2299638.3108000006, 2275857.849600001]
Mattole|18010107|[-2363982.8498, 2226677.0442999993, -2323001.2004, 2315225.1724999994]
Big-Navarro-Garcia|18010108|[-2353855.2591999993, 2086253.4759, -2304900.993099999, 2228956.0979]
Gualala-Salmon|18010109|[-2342536.9519999996, 2023895.5940000005, -2296615.7823999994, 2100008.3976000007]
Russian|18010110|[-2314412.0242999997, 2019280.5473999996, -2262719.3965999996, 2149369.2053999994]
South Fork Trinity|18010212|[-2288988.3051999994, 2224682.7172, -2235081.2932999996, 2322761.2038]
Sacramento-Stone Corral|18020104|[-2233965.2207999993, 2042135.6744, -2174656.9989999994, 2168666.8702]
Lower American|18020111|[-2174815.4234999996, 2015125.3168000001, -2132933.7520999997, 2046315.6625]
Upper Stony|18020115|[-2257356.3279, 2110502.8115, -2180122.809, 2193480.0866]
Upper Cache|18020116|[-2290969.5918000005, 2035797.7150999997, -2185769.0587000004, 2136780.0383999995]
Upper Yuba|18020125|[-2166054.8904, 2071846.4163000006, -2054958.0158, 2136665.1488000005]
Upper Bear|18020126|[-2170229.4844000004, 2053659.5855, -2082635.3667000004, 2084752.6898]
North Fork American|18020128|[-2142951.7457999997, 2022919.7255000006, -2050117.8744999997, 2081421.4326000006]
South Fork American|18020129|[-2141423.5677000005, 1994345.1776, -2044803.2967000005, 2045490.4684000001]
Cow Creek|18020151|[-2177845.0600000005, 2241402.0687000006, -2123722.1078000003, 2273121.6391000007]
Cottonwood Creek|18020152|[-2250573.7601999994, 2209174.691299999, -2177578.5687999995, 2265335.030099999]
Battle Creek|18020153|[-2176901.1832, 2209829.1213000007, -2117684.3126999997, 2247405.495700001]
Clear Creek-Sacramento River|18020154|[-2212986.062999999, 2227926.898600001, -2130880.109899999, 2306975.8318000007]
Paynes Creek-Sacramento River|18020155|[-2231018.6284, 2202006.7709, -2135147.5272, 2230365.9789]
Thomes Creek-Sacramento River|18020156|[-2254682.9047999997, 2180261.2759000007, -2117277.0240999996, 2227453.0950000007]
Honcut Headwaters-Lower Feather|18020159|[-2191305.532400001, 2046325.2305999994, -2129684.2819000008, 2134585.1173999994]
Upper Coon-Upper Auburn|18020161|[-2182368.9981999993, 2023331.2323000003, -2120793.2439999995, 2064381.5573000002]
Upper Putah|18020162|[-2271470.1021999996, 2016207.8726000004, -2183166.9028999996, 2082183.4706000003]
Lower Sacramento|18020163|[-2230512.59, 1967598.1138000004, -2145318.0645999997, 2050318.5722000003]
Upper Kern|18030001|[-2008711.1184999999, 1635124.6314000003, -1954689.2793999999, 1750104.2803000002]
South Fork Kern|18030002|[-1996970.771400001, 1606985.2523999996, -1947842.274400001, 1717603.5136999995]
Colorado Headwaters|12080002|[-586318.1710999999, 1023427.5291999998, -420205.4516999999, 1145532.9152999998]
Johnson Draw|12080005|[-651038.0190999992, 970541.8934000004, -525569.2425999992, 1059975.3078000003]
Beals|12080007|[-524799.9379999992, 1000886.8152999999, -455338.1394999991, 1050895.2151]
North Concho|12090104|[-528737.1984000001, 937473.3309000004, -417825.4136000001, 1022451.0960000004]
North Fork Grand|10130301|[-600512.4969999995, 2545243.7180000003, -484685.9871999995, 2608638.6126000006]
Little White|10140203|[-510167.6944999993, 2227772.3738, -367550.7579999993, 2313146.7951]
Beaver|10120107|[-699898.9291999992, 2296904.136600001, -619202.3629999992, 2384671.871800001]
Redwater|10120203|[-670659.0208999999, 2373445.5351, -605925.0369999999, 2441604.1387]
Middle Kern-Upper Tehachapi-Grapevine|18030003|[-2118594.5702, 1551910.4664999992, -1987879.9222, 1639681.4486999991]
Upper Poso|18030004|[-2098229.5712, 1624640.9344999995, -2002340.4671, 1669183.5999999996]
Upper Deer-Upper White|18030005|[-2096819.3761, 1639362.4083999991, -1999489.8327, 1695755.437899999]
Upper Tule|18030006|[-2104905.0076, 1675639.4721000008, -1989460.4987, 1729169.5153000008]
Upper Kaweah|18030007|[-2090722.5099, 1702454.1538999993, -1978484.3920999998, 1773911.6866999993]
Upper Dry|18030009|[-2165707.2591999993, 1730829.5024999995, -2037907.9415999993, 1810932.8952999995]
Upper King|18030010|[-2045896.7914000005, 1740789.9397, -1956136.7356000005, 1816363.7596]
Tulare Lake Bed|18030012|[-2175158.7414999995, 1613136.1743, -2011025.1535999996, 1793789.0486]
Middle San Joaquin-Lower Chowchilla|18040001|[-2203887.7235000003, 1793721.0373999998, -2046241.0645000003, 1882732.6633999997]
Lower San Joaquin River|18040002|[-2210029.5163000003, 1864326.3745000008, -2120820.2969000004, 1916411.5768000009]
San Joaquin Delta|18040003|[-2232440.1454000007, 1904330.4053000007, -2130203.6976000005, 1973471.5090000008]
Upper San Joaquin|18040006|[-2068421.7129999995, 1798082.9649999999, -1972299.3511999995, 1879617.3827]
Fresno River|18040007|[-2139109.964299999, 1814248.4893999994, -2043397.0017999993, 1862138.7364999994]
Upper Merced|18040008|[-2166428.1841, 1855502.4145999998, -2010302.1556000002, 1908181.8030999997]
Upper Tuolumne|18040009|[-2175817.2568999995, 1881029.1434000004, -2001039.1695999994, 1946286.6203000003]
Upper Stanislaus|18040010|[-2179759.2589, 1908489.8276000004, -2024469.0150999997, 1980063.9589000004]
Upper Calaveras California|18040011|[-2181430.9650999997, 1939475.2071000002, -2077160.5369999998, 1976475.4321000003]
Upper Mokelumne|18040012|[-2195697.1120999996, 1964446.7632, -2031376.3289999994, 2006648.459]
Upper Cosumnes|18040013|[-2178863.4828999992, 1979252.7851999998, -2067106.7351999993, 2024258.3398999998]
Panoche-San Luis Reservoir|18040014|[-2193768.3891000003, 1762194.7259999998, -2144354.1787, 1804471.1857999999]
Rock Creek-French Camp Slough|18040051|[-2178656.6499000005, 1920122.4055000003, -2119306.5880000005, 1949688.7636000004]
Rita Blanca|11090103|[-676460.2951999996, 1420717.8723000009, -567675.2814999996, 1528570.084300001]
Tierra Blanca|11120101|[-702356.0921999998, 1298966.2882000003, -527673.6541999999, 1351073.7050000003]
Yellow House Draw|12050001|[-718502.0841000006, 1185549.3691999996, -537330.0624000005, 1306213.8592999997]
Blackwater Draw|12050002|[-692253.8663999997, 1185963.8863000004, -534306.7261999997, 1306218.7607000005]
Running Water Draw|12050005|[-696389.0533000007, 1226644.6431, -499246.40690000076, 1319201.5667]
Lost Draw|12080001|[-707504.4780000001, 1118185.1893999996, -556497.1673000001, 1222441.3759999995]
Monument-Seminole Draws|12080003|[-729236.0381000005, 1058918.6519999998, -585504.8537000004, 1169963.3329999999]
Mustang Draw|12080004|[-723833.8662, 988529.4386999998, -506356.01970000006, 1193719.0170999998]
Sulphur Springs Draw|12080006|[-699748.2947000004, 1017074.7701000003, -515747.02160000044, 1193722.7006000003]
Panamint Valley|18090204|[-1918860.3332000002, 1576591.2622999996, -1858051.5142000003, 1722178.2779999995]
Indian Wells-Searles Valleys|18090205|[-1972557.3432, 1576697.0536000002, -1881718.0366, 1682796.5790000001]
Antelope-Fremont Valleys|18090206|[-2050949.9023000002, 1479744.0930000003, -1922054.1231000002, 1613069.5710000005]
Coyote-Cuddeback Lakes|18090207|[-1939952.8740999997, 1522308.3825000003, -1838479.6796999997, 1593299.8195000002]
Mojave|18090208|[-1963078.2617000006, 1449321.0186, -1737822.8666000005, 1565696.9384]
Truckee|16050102|[-2063552.4050999992, 2048988.6005000006, -1958755.9083999991, 2106343.236900001]
East Walker|16050301|[-2019515.3504000008, 1913086.9662999995, -1944539.3452000008, 2004834.3450999996]
West Walker|16050302|[-2028800.1138000004, 1929311.2091000006, -1969347.5208000003, 2028018.0594000006]
Ivanpah-Pahrump Valleys|16060015|[-1789981.8899000008, 1528350.1692999993, -1665709.1466000008, 1677356.3408999993]
Upper Amargosa|18090202|[-1844268.2464000005, 1596132.5189999994, -1749758.3561000004, 1783710.5497999995]
North Platte Headwaters|10180001|[-896467.6550999992, 1969455.679300001, -826359.9181999991, 2042873.286300001]
South Platte Headwaters|10190001|[-873129.9485999998, 1789751.1580999997, -785033.5075999998, 1874027.3099999996]
Upper South Platte|10190002|[-839372.7042999994, 1800624.950099999, -751298.9342999994, 1897313.564699999]
Middle South Platte-Cherry Creek|10190003|[-784999.5546000004, 1812462.9652999993, -659612.3054000004, 1988869.5919999992]
Clear|10190004|[-842303.7057000007, 1883356.1815000009, -757983.5163000007, 1914587.1251000008]
St. Vrain|10190005|[-820853.5128000006, 1908518.1718000006, -746981.1536000005, 1960697.2689000005]
Big Thompson|10190006|[-823362.4430999998, 1949642.6692999993, -736634.6501999998, 1995739.7720999992]
Lone Tree-Owl|10190008|[-781555.5518999994, 1966923.882099999, -716590.2224999993, 2054185.0377999991]
Kiowa|10190010|[-742964.9309999999, 1811636.360200001, -678677.2281999999, 1953786.510500001]
Bijou|10190011|[-730857.7248999998, 1815764.5650999993, -661758.9207999998, 1947559.4372999994]
Middle South Platte-Sterling|10190012|[-688737.6505999994, 1872035.2755999994, -532612.7195999994, 2026342.3120999993]
Beaver|10190013|[-672593.6273999996, 1841755.6839000005, -617937.2158999996, 1950759.7610000004]
Pawnee|10190014|[-685627.0587000009, 1971703.8465, -606889.9296000008, 2017841.0545]
Arikaree|10250001|[-664411.7647999991, 1826500.2317999993, -500969.8837999991, 1911280.1373999992]
North Fork Republican|10250002|[-624136.8881000001, 1873889.6589000002, -466338.46250000014, 1968555.1575000002]
Arkansas Headwaters|11020001|[-907581.9539000001, 1691055.6815000009, -796422.6033000001, 1866147.4547000008]
Upper Arkansas|11020002|[-820369.9374000002, 1683898.3394000009, -726044.2532000002, 1801722.9352000009]
Fountain|11020003|[-782876.0888, 1724870.1455000006, -735662.8795, 1826436.4669000006]
Chico|11020004|[-742647.8537000008, 1721874.9209000003, -706084.7576000008, 1816976.1982000002]
Upper Arkansas-Lake Meredith|11020005|[-729698.0961000007, 1633555.0576000009, -635288.3478000007, 1780012.9909000008]
Huerfano|11020006|[-829549.6667, 1621938.3648000006, -714093.8459, 1719911.7415000005]
Apishapa|11020007|[-791508.2506000008, 1615612.3421999998, -688586.7852000009, 1706097.227]
Horse|11020008|[-713487.3271999992, 1692803.3826000001, -635995.4912999992, 1811450.7334]
Big Sandy|11020011|[-724282.2190000005, 1694565.1130999997, -544794.9477000005, 1843865.5812999997]
Rush|11020012|[-699172.5642000008, 1723371.8436999992, -563227.8347000008, 1826338.5937999992]
Sand Arroyo|11040004|[-629005.6775000002, 1591096.6918000001, -480414.7830000002, 1625668.6052]
Rio Grande Headwaters|13010001|[-1006172.3716000002, 1648535.8235999998, -903580.9197000002, 1715007.3604999997]
Alamosa-Trinchera|13010002|[-937140.0015999991, 1581849.3122000005, -799234.8917999992, 1677741.3837000006]
San Luis|13010003|[-901894.4080999997, 1644624.5881999992, -820436.8613999996, 1760005.303699999]
Saguache|13010004|[-944304.5187999997, 1677435.7528000008, -857656.9593999997, 1750361.518500001]
Blue|14010002|[-884552.3199000005, 1860246.3222000003, -830320.6896000005, 1939846.9697000002]
Eagle|14010003|[-938497.9489999991, 1858555.5655000005, -863863.5137999991, 1919636.7200000004]
East-Taylor|14020001|[-953111.4664999992, 1782917.2750000004, -885062.7490999992, 1833214.2882000003]
Upper Gunnison|14020002|[-1020991.2257000003, 1705018.2723999992, -924303.5344000002, 1813956.1736999992]
Tomichi|14020003|[-951903.9893999994, 1710363.1246000007, -884150.0074999994, 1791957.9610000006]
North Fork Gunnison|14020004|[-1016006.8641999997, 1799975.8410999998, -950021.4277999997, 1862458.2414999998]
Lower Gunnison|14020005|[-1095368.1456000004, 1765833.4849999994, -1006116.4902000003, 1853306.1830999993]
Uncompahgre|14020006|[-1052983.4286000002, 1713374.3474000003, -997966.4438000002, 1813735.9898000003]
Upper Dolores|14030002|[-1146059.2260999996, 1666667.4386999998, -1032131.0233999996, 1792871.6076999998]
San Miguel|14030003|[-1106445.5229000002, 1701734.4148999993, -1018906.9305000002, 1792928.1575999993]
Upper Yampa|14050001|[-981200.4257999994, 1939174.4990999997, -887984.8056999994, 2039615.2256999996]
Lower Yampa|14050002|[-1093251.9646000005, 1959146.6477000006, -969465.2343000006, 2034342.8144000005]
Pine Valley|16020302|[-1543257.7567999996, 1821320.4020000007, -1505032.6785999995, 1891859.9217000008]
Rush-Tooele Valleys|16020304|[-1395223.1117000002, 1992632.8254000004, -1350737.7347000001, 2110959.0239000004]
Skull Valley|16020305|[-1424570.7031999994, 2015257.1657999996, -1382985.5127999994, 2110144.4739999995]
Great Salt Lake|16020310|[-1407903.1110999994, 2079381.5689000003, -1322362.6915999993, 2200430.1123]
Upper Sevier|16030001|[-1467618.1586000007, 1723641.0121999998, -1392775.1541000006, 1820523.5811999997]
Beaver Bottoms-Upper Beaver|16030007|[-1489950.3205999993, 1799805.0965, -1407500.1201999993, 1884669.7836]
Lower Beaver|16030008|[-1454685.5555000007, 1857170.2650000006, -1405876.4617000008, 1924472.5643000007]
South Fork Beaver|10250012|[-562112.3672000002, 1806455.8445999995, -424572.3501000002, 1878819.2482999994]
